Mod:Item:MetaData, Localized Name
IronChest:copperSilverUpgrade, Copper to Silver Chest Upgrade
IronChest:silverGoldUpgrade, Silver to Gold Chest Upgrade
IronChest:copperIronUpgrade, Copper to Iron Chest Upgrade
IronChest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
IronChest:woodIronUpgrade, Wood to Iron Chest Upgrade
IronChest:woodCopperUpgrade, Wood to Copper Chest Upgrade
IronChest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
lootbags:lootbag:0, §fCommon Lootbag
lootbags:lootbag:1, §aUncommon Lootbag
lootbags:lootbag:2, §9Rare Lootbag
lootbags:lootbag:3, §dEpic Lootbag
lootbags:lootbag:4, §6Legendary Lootbag
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
cfm:ItemTableWood, Wooden Table
cfm:ItemTableStone, Stone Table
cfm:ItemChairWood, Wooden Chair
cfm:ItemChairStone, Stone Chair
cfm:ItemCabinet, Cabinet
cfm:ItemBesideCabinet, Bedside Cabinet
cfm:ItemCoffeeTableWood, Wooden Coffee Table
cfm:ItemCoffeeTableStone, Stone Coffee Table
cfm:ItemFridge, Fridge
cfm:ItemCoolPack, Cooling Pack
cfm:ItemCouch, Couch
cfm:ItemBlinds, Blind
cfm:ItemCurtains, Curtain
cfm:ItemOven, Oven
cfm:ItemOvenRangehood, Oven Overhead
cfm:ItemFlesh, Flesh
cfm:ItemCookedFlesh, Cooked Flesh
cfm:ItemHedgeBasic, Oak Hedge
cfm:ItemHedgeSpruce, Spurce Hedge
cfm:ItemHedgeBirch, Birch Hedge
cfm:ItemHedgeJungle, Jungle Hedge
cfm:ItemBirdBath, Bird Bath
cfm:ItemStonePath, Stone Path
cfm:ItemWhiteFence, White Fence
cfm:ItemTap, Tap
cfm:ItemMailBox, Mail Box
cfm:ItemHammer, Hammer
cfm:ItemEnvelope, Envelope
cfm:ItemEnvelopeSigned, item.itemenvelopesigned.name
cfm:ItemPackage, Package
cfm:ItemPackageSigned, item.itempackagesigned.name
cfm:ItemTV, TV
cfm:ItemComputer, Computer
cfm:ItemPrinter, Printer
cfm:ItemInkCartridge, Ink Cartridge
cfm:ItemStereo, Stereo
cfm:ItemElectricFence, Electric Fence
cfm:ItemCeilingLight, Ceiling Light
cfm:ItemDoorBell, Door Bell
cfm:ItemFireAlarm, Fire Alarm
cfm:ItemLamp, Lamp
cfm:ItemToilet, Toilet
cfm:ItemBasin, Basin
cfm:ItemWallCabinet, Wall Cabinet
cfm:ItemBath, Bath
cfm:ItemShower, Shower
cfm:ItemShowerHead, Shower Head
cfm:ItemBin, Bin
cfm:ItemPresentRed, Empty Present
cfm:ItemPresentGreen, Empty Present
cfm:itemTree, Christmas Tree
cfm:ItemToaster, Toaster
cfm:ItemMicrowave, Microwave
cfm:ItemWashingMachine, Washing Machine
cfm:ItemCookieJar, Cookie Jar
cfm:ItemBlender, Blender
cfm:ItemPlate, Plate
cfm:ItemCounterDoored, Kitchen Counter
cfm:ItemCounterSink, Kitchen Counter (Sink)
cfm:ItemDishWasher, Dishwasher
cfm:ItemKitchenCabinet, Kitchen Cabinet
cfm:ItemChoppingBoard, Chopping Board
cfm:ItemBarStall, Bar Stool
cfm:ItemBreadSlice, Bread Slice
cfm:ItemToast, Toast
cfm:ItemKnife, Knife
cfm:ItemCup, Cup
cfm:ItemDrink, item.itemdrink.name
cfm:ItemSoap, Soap
cfm:ItemSoapyWater, Soapy Water
cfm:ItemSuperSoapyWater, Super Soapy Water
cfm:ItemRecipeBook, Recipe Book
cfm:ItemCrayfish, item.itemcrayfish.name
cfm:ItemDollar, item.itemmoney.name
OpenBlocks:hangglider, Hang Glider
OpenBlocks:generic:0, Glider Wing
OpenBlocks:generic:1, Beam
OpenBlocks:generic:2, Crane Engine
OpenBlocks:generic:3, Crane Magnet
OpenBlocks:generic:5, Line
OpenBlocks:generic:6, Map Controller Module
OpenBlocks:generic:7, Map Memory Module
OpenBlocks:generic:9, Assistant's base
OpenBlocks:generic:10, Unprepared Stencil
OpenBlocks:generic:11, Sketching Pencil
OpenBlocks:luggage, Luggage
OpenBlocks:sonicglasses, Sonic Glasses
OpenBlocks:pencilGlasses:0, Pencil Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:crayonGlasses:0, Crayon Glasses
OpenBlocks:technicolorGlasses:0, Amazing Technicolor Glasses
OpenBlocks:seriousGlasses:0, Badass Glasses
OpenBlocks:craneControl, Crane Control
OpenBlocks:craneBackpack, Crane Backpack
OpenBlocks:slimalyzer, Slimalyzer
OpenBlocks:filledbucket:0, XP Bucket
OpenBlocks:sleepingBag, Sleeping Bag
OpenBlocks:paintBrush, Paint Brush
OpenBlocks:stencil:0, Stencil
OpenBlocks:stencil:1, Stencil
OpenBlocks:stencil:2, Stencil
OpenBlocks:stencil:3, Stencil
OpenBlocks:stencil:4, Stencil
OpenBlocks:stencil:5, Stencil
OpenBlocks:stencil:6, Stencil
OpenBlocks:stencil:7, Stencil
OpenBlocks:stencil:8, Stencil
OpenBlocks:stencil:9, Stencil
OpenBlocks:stencil:10, Stencil
OpenBlocks:stencil:11, Stencil
OpenBlocks:stencil:12, Stencil
OpenBlocks:stencil:13, Stencil
OpenBlocks:stencil:14, Stencil
OpenBlocks:squeegee:0, Squeegee
OpenBlocks:emptyMap, Empty Map
OpenBlocks:cartographer:0, Cartographer
OpenBlocks:tastyClay, Tasty Clay
OpenBlocks:goldenEye, Golden eye
OpenBlocks:genericUnstackable:0, Pointer
OpenBlocks:cursor, Cursor
OpenBlocks:infoBook, World Domination with OpenBlocks
OpenBlocks:devnull, /dev/null
OpenBlocks:spongeonastick, Sponge
OpenBlocks:pedometer, Pedometer
OpenBlocks:epicEraser, Epic Eraser
OpenBlocks:wrench, Big Metal Bar
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 1)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:114, Component Bus (Creative)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:111, Diamond Chip
OpenComputers:item:19, Disk Platter
OpenComputers:item:109, Disk Drive
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:108, Terminal Server
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
OpenComputers:item:99, Hover Upgrade (Tier 1)
OpenComputers:item:100, Hover Upgrade (Tier 2)
OpenComputers:item:53, Inventory Upgrade
OpenComputers:item:61, Inventory Controller Upgrade
OpenComputers:item:85, Leash Upgrade
OpenComputers:item:112, MFU
OpenComputers:item:36, Navigation Upgrade
OpenComputers:item:75, Piston Upgrade
OpenComputers:item:35, Sign I/O Upgrade
OpenComputers:item:34, Solar Generator Upgrade
OpenComputers:item:76, Tank Upgrade
OpenComputers:item:77, Tank Controller Upgrade
OpenComputers:item:67, Tractor Beam Upgrade
OpenComputers:item:110, Trading Upgrade
OpenComputers:item:113, Wireless Network Card (Tier 1)
OpenComputers:item:13, Wireless Network Card (Tier 2)
OpenComputers:item:84, Crecopter
OpenComputers:item:0, Microcontroller
OpenComputers:item:0, Creatix
OpenComputers:item:68, Tablet
OpenComputers:item:0, Hover Boots
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, Scrench
OpenComputers:hoverBoots, Hover Boots
fodc:oreConverter, Ore Converter
harvestcraft:cuttingboardItem, Cutting Board
harvestcraft:potItem, Pot
harvestcraft:skilletItem, Skillet
harvestcraft:saucepanItem, Saucepan
harvestcraft:bakewareItem, Bakeware
harvestcraft:mortarandpestleItem, Mortar and Pestle
harvestcraft:mixingbowlItem, Mixing Bowl
harvestcraft:juicerItem, Juicer
harvestcraft:queenbeeItem, Queen Bee
harvestcraft:waxcombItem, Waxcomb
harvestcraft:honeycombItem, Honeycomb
harvestcraft:beeswaxItem, Beeswax
harvestcraft:honeyItem, Honey
harvestcraft:grubItem, Bee Grub
harvestcraft:royaljellyItem, Royal Jelly
harvestcraft:saltItem, Salt
harvestcraft:waxItem, Wax
harvestcraft:wovencottonItem, Woven Cotton
harvestcraft:hardenedleatherItem, Hardened Leather
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:hardenedleatherhelmItem, Hardened Leather Helm
harvestcraft:hardenedleatherchestItem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsItem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsItem, Hardened Leather Boots
harvestcraft:muttonrawItem, Raw Mutton
harvestcraft:muttoncookedItem, Cooked Mutton
harvestcraft:calamarirawItem, Raw Calamari
harvestcraft:calamaricookedItem, Cooked Calamari
harvestcraft:sunflowerseedsItem, Sunflower Seeds
harvestcraft:freshwaterItem, Fresh Water
harvestcraft:freshmilkItem, Fresh Milk
harvestcraft:blackberryItem, Blackberry
harvestcraft:blueberryItem, Blueberry
harvestcraft:candleberryItem, Candleberry
harvestcraft:raspberryItem, Raspberry
harvestcraft:strawberryItem, Strawberry
harvestcraft:grapeItem, Grape
harvestcraft:cactusfruitItem, Cactus Fruit
harvestcraft:asparagusItem, Asparagus
harvestcraft:barleyItem, Barley
harvestcraft:oatsItem, Oats
harvestcraft:ryeItem, Rye
harvestcraft:cornItem, Corn
harvestcraft:bambooshootItem, Bamboo Shoot
harvestcraft:cantaloupeItem, Cantaloupe
harvestcraft:cucumberItem, Cucumber
harvestcraft:wintersquashItem, Winter Squash
harvestcraft:zucchiniItem, Zucchini
harvestcraft:beetItem, Beet
harvestcraft:onionItem, Onion
harvestcraft:parsnipItem, Parsnip
harvestcraft:peanutItem, Peanut
harvestcraft:radishItem, Radish
harvestcraft:rutabagaItem, Rutabaga
harvestcraft:sweetpotatoItem, Sweet Potato
harvestcraft:turnipItem, Turnip
harvestcraft:rhubarbItem, Rhubarb
harvestcraft:celeryItem, Celery
harvestcraft:garlicItem, Garlic
harvestcraft:gingerItem, Ginger
harvestcraft:spiceleafItem, Spice Leaf
harvestcraft:ediblerootItem, Edible Root
harvestcraft:tealeafItem, Tea Leaf
harvestcraft:coffeebeanItem, Coffee Beans
harvestcraft:mustardseedsItem, Mustard Seeds
harvestcraft:broccoliItem, Broccoli
harvestcraft:cauliflowerItem, Cauliflower
harvestcraft:leekItem, Leek
harvestcraft:lettuceItem, Lettuce
harvestcraft:scallionItem, Scallion
harvestcraft:artichokeItem, Artichoke
harvestcraft:brusselsproutItem, Brussel Sprout
harvestcraft:cabbageItem, Cabbage
harvestcraft:spinachItem, Spinach
harvestcraft:whitemushroomItem, White Mushroom
harvestcraft:beanItem, Beans
harvestcraft:soybeanItem, Soybean
harvestcraft:bellpepperItem, Bellpepper
harvestcraft:chilipepperItem, Chili Pepper
harvestcraft:eggplantItem, Eggplant
harvestcraft:okraItem, Okra
harvestcraft:peasItem, Peas
harvestcraft:tomatoItem, Tomato
harvestcraft:cottonItem, Cotton
harvestcraft:pineappleItem, Pineapple
harvestcraft:kiwiItem, Kiwi
harvestcraft:sesameseedsItem, Sesame Seeds
harvestcraft:curryleafItem, Curry Leaf
harvestcraft:cranberryItem, Cranberry
harvestcraft:riceItem, Rice
harvestcraft:seaweedItem, Seaweed
harvestcraft:waterchestnutItem, Water Chestnut
harvestcraft:blackberryseedItem, Blackberry Seed
harvestcraft:blueberryseedItem, Blueberry Seed
harvestcraft:candleberryseedItem, Candleberry Seed
harvestcraft:raspberryseedItem, Raspberry Seed
harvestcraft:strawberryseedItem, Strawberry Seed
harvestcraft:grapeseedItem, Grape Seed
harvestcraft:cactusfruitseedItem, Cactus Fruit Seed
harvestcraft:asparagusseedItem, Asparagus Seed
harvestcraft:barleyseedItem, Barley Seed
harvestcraft:oatsseedItem, Oats Seed
harvestcraft:ryeseedItem, Rye Seed
harvestcraft:cornseedItem, Corn Seed
harvestcraft:bambooshootseedItem, Bamboo Shoot Seed
harvestcraft:cantaloupeseedItem, Cantaloupe Seed
harvestcraft:cucumberseedItem, Cucumber Seed
harvestcraft:wintersquashseedItem, Winter Squash Seed
harvestcraft:zucchiniseedItem, Zucchini Seed
harvestcraft:beetseedItem, Beet Seed
harvestcraft:onionseedItem, Onion Seed
harvestcraft:parsnipseedItem, Parsnip Seed
harvestcraft:peanutseedItem, Peanut Seed
harvestcraft:radishseedItem, Radish Seed
harvestcraft:rutabagaseedItem, Rutabaga Seed
harvestcraft:sweetpotatoseedItem, Sweet Potato Seed
harvestcraft:turnipseedItem, Turnip Seed
harvestcraft:rhubarbseedItem, Rhubarb Seed
harvestcraft:celeryseedItem, Celery Seed
harvestcraft:garlicseedItem, Garlic Seed
harvestcraft:gingerseedItem, Ginger Seed
harvestcraft:spiceleafseedItem, Spice Leaf Seed
harvestcraft:teaseedItem, Tea Seed
harvestcraft:coffeeseedItem, Coffee Seed
harvestcraft:mustardseedItem, Mustard Seed
harvestcraft:broccoliseedItem, Broccoli Seed
harvestcraft:cauliflowerseedItem, Cauliflower Seed
harvestcraft:leekseedItem, Leek Seed
harvestcraft:lettuceseedItem, Lettuce Seed
harvestcraft:scallionseedItem, Scallion Seed
harvestcraft:artichokeseedItem, Artichoke Seed
harvestcraft:brusselsproutseedItem, Brussel Sprout Seed
harvestcraft:cabbageseedItem, Cabbage Seed
harvestcraft:spinachseedItem, Spinach Seed
harvestcraft:whitemushroomseedItem, White Mushroom Spore
harvestcraft:beanseedItem, Bean Seed
harvestcraft:soybeanseedItem, Soybean Seed
harvestcraft:bellpepperseedItem, Bellpepper Seed
harvestcraft:chilipepperseedItem, Chili Pepper Seed
harvestcraft:eggplantseedItem, Eggplant Seed
harvestcraft:okraseedItem, Okra Seed
harvestcraft:peasseedItem, Peas Seed
harvestcraft:tomatoseedItem, Tomato Seed
harvestcraft:cottonseedItem, Cotton Seed
harvestcraft:pineappleseedItem, Pineapple Seed
harvestcraft:curryleafseedItem, Curry Leaf Seed
harvestcraft:sesameseedsseedItem, Sesame Seeds Seed
harvestcraft:kiwiseedItem, Kiwi Seed
harvestcraft:cranberryseedItem, Cranberry Seed
harvestcraft:riceseedItem, Rice Seed
harvestcraft:seaweedseedItem, Seaweed Seed
harvestcraft:waterchestnutseedItem, Water Chestnut Seed
harvestcraft:almondItem, Almond
harvestcraft:apricotItem, Apricot
harvestcraft:avocadoItem, Avocado
harvestcraft:bananaItem, Banana
harvestcraft:cashewItem, Cashew
harvestcraft:cherryItem, Cherry
harvestcraft:chestnutItem, Chestnut
harvestcraft:cinnamonItem, Cinnamon
harvestcraft:coconutItem, Coconut
harvestcraft:dateItem, Date
harvestcraft:dragonfruitItem, Dragonfruit
harvestcraft:durianItem, Durian
harvestcraft:figItem, Fig
harvestcraft:grapefruitItem, Grapefruit
harvestcraft:lemonItem, Lemon
harvestcraft:limeItem, Lime
harvestcraft:maplesyrupItem, Maple Syrup
harvestcraft:mangoItem, Mango
harvestcraft:nutmegItem, Nutmeg
harvestcraft:oliveItem, Olive
harvestcraft:orangeItem, Orange
harvestcraft:papayaItem, Papaya
harvestcraft:peachItem, Peach
harvestcraft:pearItem, Pear
harvestcraft:pecanItem, Pecan
harvestcraft:peppercornItem, Peppercorn
harvestcraft:persimmonItem, Persimmon
harvestcraft:pistachioItem, Pistachio
harvestcraft:plumItem, Plum
harvestcraft:pomegranateItem, Pomegranate
harvestcraft:starfruitItem, Starfruit
harvestcraft:vanillabeanItem, Vanilla Bean
harvestcraft:walnutItem, Walnut
harvestcraft:gooseberryItem, Gooseberry
harvestcraft:grilledasparagusItem, Grilled Asparagus
harvestcraft:bakedsweetpotatoItem, Baked Sweet Potato
harvestcraft:teaItem, Cup of Tea
harvestcraft:coffeeItem, Cup of Coffee
harvestcraft:popcornItem, Popcorn
harvestcraft:grilledeggplantItem, Grilled Eggplant
harvestcraft:raisinsItem, Raisins
harvestcraft:ricecakeItem, Rice Cake
harvestcraft:toastedcoconutItem, Toasted Coconut
harvestcraft:vanillaItem, Vanilla
harvestcraft:toastedsesameseedsItem, Toasted Sesame Seeds
harvestcraft:flourItem, Flour
harvestcraft:doughItem, Dough
harvestcraft:toastItem, Toast
harvestcraft:pastaItem, Pasta
harvestcraft:heavycreamItem, Heavy Cream
harvestcraft:butterItem, Butter
harvestcraft:cheeseItem, Cheese
harvestcraft:icecreamItem, Ice Cream
harvestcraft:grilledcheeseItem, Grilled Cheese
harvestcraft:applejuiceItem, Apple Juice
harvestcraft:applesauceItem, Apple Sauce
harvestcraft:applepieItem, Apple Pie
harvestcraft:caramelappleItem, Caramel Apple
harvestcraft:pumpkinbreadItem, Pumpkin Bread
harvestcraft:roastedpumpkinseedsItem, Roasted Pumpkin Seeds
harvestcraft:pumpkinsoupItem, Pumpkin Soup
harvestcraft:melonjuiceItem, Melon Juice
harvestcraft:melonsmoothieItem, Melon Smoothie
harvestcraft:carrotjuiceItem, Carrot Juice
harvestcraft:carrotcakeItem, Carrot Cake
harvestcraft:carrotsoupItem, Carrot Soup
harvestcraft:glazedcarrotsItem, Glazed Carrots
harvestcraft:butteredpotatoItem, Buttered Potato
harvestcraft:loadedbakedpotatoItem, Loaded Baked Potato
harvestcraft:mashedpotatoesItem, Mashed Potatoes
harvestcraft:potatosaladItem, Potato Salad
harvestcraft:potatosoupItem, Potato Soup
harvestcraft:friesItem, Fries
harvestcraft:grilledmushroomItem, Grilled Mushroom
harvestcraft:stuffedmushroomItem, Stuffed Mushroom
harvestcraft:chickensandwichItem, Chicken Sandwich
harvestcraft:chickennoodlesoupItem, Chicken Noodle Soup
harvestcraft:chickenpotpieItem, Chicken Pot Pie
harvestcraft:breadedporkchopItem, Breaded Porkchop
harvestcraft:hotdogItem, Hotdog
harvestcraft:bakedhamItem, Baked Ham
harvestcraft:hamburgerItem, Hamburger
harvestcraft:cheeseburgerItem, Cheeseburger
harvestcraft:baconcheeseburgerItem, Bacon Cheeseburger
harvestcraft:potroastItem, Pot Roast
harvestcraft:fishsandwichItem, Fish Sandwich
harvestcraft:fishsticksItem, Fish Sticks
harvestcraft:fishandchipsItem, Fish and Chips
harvestcraft:mayoItem, Mayo
harvestcraft:friedeggItem, Fried Egg
harvestcraft:scrambledeggItem, Scrambled Egg
harvestcraft:boiledeggItem, Boiled Egg
harvestcraft:eggsaladItem, Egg Salad
harvestcraft:caramelItem, Caramel
harvestcraft:taffyItem, Taffy
harvestcraft:spidereyesoupItem, Spider Eye Soup
harvestcraft:zombiejerkyItem, Zombie Jerky
harvestcraft:cocoapowderItem, Cocoa Powder
harvestcraft:chocolatebarItem, Chocolate Bar
harvestcraft:hotchocolateItem, Hot Chocolate
harvestcraft:chocolateicecreamItem, Chocolate Ice Cream
harvestcraft:vegetablesoupItem, Vegetable Soup
harvestcraft:stockItem, Stock
harvestcraft:fruitsaladItem, Fruit Salad
harvestcraft:spagettiItem, Spagetti
harvestcraft:spagettiandmeatballsItem, Spagetti and Meatballs
harvestcraft:tomatosoupItem, Tomato Soup
harvestcraft:ketchupItem, Ketchup
harvestcraft:chickenparmasanItem, Chicken Parmasan
harvestcraft:pizzaItem, Pizza
harvestcraft:springsaladItem, Spring Salad
harvestcraft:porklettucewrapItem, Pork Lettuce Wrap
harvestcraft:fishlettucewrapItem, Fish Lettuce Wrap
harvestcraft:bltItem, BLT
harvestcraft:leafychickensandwichItem, Leafy Chicken Sandwich
harvestcraft:leafyfishsandwichItem, Leafy Fish Sandwich
harvestcraft:deluxecheeseburgerItem, Deluxe Cheeseburger
harvestcraft:delightedmealItem, Delighted Meal
harvestcraft:onionsoupItem, Onion Soup
harvestcraft:potatocakesItem, Potato Cakes
harvestcraft:hashItem, Hash
harvestcraft:braisedonionsItem, Braised Onions
harvestcraft:heartybreakfastItem, Hearty Breakfast
harvestcraft:cornonthecobItem, Corn on the Cob
harvestcraft:cornmealItem, Cornmeal
harvestcraft:cornbreadItem, Cornbread
harvestcraft:tortillaItem, Tortilla
harvestcraft:nachoesItem, Nachoes
harvestcraft:tacoItem, Taco
harvestcraft:fishtacoItem, Fish Taco
harvestcraft:creamedcornItem, Creamed Corn
harvestcraft:strawberrysmoothieItem, Strawberry Smoothie
harvestcraft:strawberrypieItem, Strawberry Pie
harvestcraft:strawberrysaladItem, Strawberry Salad
harvestcraft:strawberryjuiceItem, Strawberry Juice
harvestcraft:chocolatestrawberryItem, Chocolate Strawberry
harvestcraft:peanutbutterItem, Peanut Butter
harvestcraft:trailmixItem, Trail Mix
harvestcraft:pbandjItem, PB&J
harvestcraft:peanutbuttercookiesItem, Peanut Butter Cookies
harvestcraft:grapejuiceItem, Grape Juice
harvestcraft:vinegarItem, Vinegar
harvestcraft:grapejellyItem, Grape Jelly
harvestcraft:grapesaladItem, Grape Salad
harvestcraft:raisincookiesItem, Raisin Cookies
harvestcraft:picklesItem, Pickles
harvestcraft:cucumbersaladItem, Cucumber Salad
harvestcraft:cucumbersoupItem, Cucumber Soup
harvestcraft:vegetarianlettucewrapItem, Vegetarian Lettuce Wrap
harvestcraft:marinatedcucumbersItem, Marinated Cucumbers
harvestcraft:ricesoupItem, Rice Soup
harvestcraft:friedriceItem, Fried Rice
harvestcraft:mushroomrisottoItem, Mushroom Risotto
harvestcraft:curryItem, Curry Rice
harvestcraft:rainbowcurryItem, Rainbow Curry
harvestcraft:refriedbeansItem, Refried Beans
harvestcraft:bakedbeansItem, Baked Beans
harvestcraft:beansandriceItem, Beans and Rice
harvestcraft:chiliItem, Chili
harvestcraft:beanburritoItem, Bean Burrito
harvestcraft:stuffedpepperItem, Stuffed Pepper
harvestcraft:veggiestirfryItem, Veggie Stirfry
harvestcraft:grilledskewersItem, Grilled Skewer
harvestcraft:supremepizzaItem, Supreme Pizza
harvestcraft:omeletItem, Omelet
harvestcraft:hotwingsItem, Hot Wings
harvestcraft:chilipoppersItem, Chili Poppers
harvestcraft:extremechiliItem, Extreme Chili
harvestcraft:chilichocolateItem, Chili Chocolate
harvestcraft:lemonaideItem, Lemonade
harvestcraft:lemonbarItem, Lemon Bar
harvestcraft:fishdinnerItem, Fish Dinner
harvestcraft:lemonsmoothieItem, Lemon Smoothie
harvestcraft:lemonmeringueItem, Lemon Meringue
harvestcraft:candiedlemonItem, Candied Lemon
harvestcraft:lemonchickenItem, Lemon Chicken
harvestcraft:blueberrysmoothieItem, Blueberry Smoothie
harvestcraft:blueberrypieItem, Blueberry Pie
harvestcraft:blueberrymuffinItem, Blueberry Muffin
harvestcraft:blueberryjuiceItem, Blueberry Juice
harvestcraft:pancakesItem, Pancakes
harvestcraft:blueberrypancakesItem, Blueberry Pancakes
harvestcraft:cherryjuiceItem, Cherry Juice
harvestcraft:cherrypieItem, Cherry Pie
harvestcraft:chocolatecherryItem, Chocolate Cherry
harvestcraft:cherrysmoothieItem, Cherry Smoothie
harvestcraft:cheesecakeItem, Cheesecake
harvestcraft:cherrycheesecakeItem, Cherry Cheesecake
harvestcraft:stuffedeggplantItem, Stuffed Eggplant
harvestcraft:eggplantparmItem, Eggplant Parm
harvestcraft:raspberryicedteaItem, Raspberry Iced Tea
harvestcraft:chaiteaItem, Chai Tea
harvestcraft:espressoItem, Espresso
harvestcraft:coffeeconlecheItem, Coffee con Leche
